Y,M,W,D
0.60499465750439,0.5771218438560818,0.6023505563106125,0.6127755637971942
0.550716638639976,0.523702203672718,0.5352136555250974,0.5667135057934625
0.4925053735051201,0.46775115649364113,0.49021492248508436,0.4912303333256547
0.4370859920296699,0.4117975963360773,0.4199101610190965,0.425587984612195
0.39646541199235213,0.37317898061027677,0.3752247126304392,0.3723203796272834
0.36640341069172466,0.3436552528579894,0.3409255718596668,0.3361452166501577
0.34735740498243084,0.3345699979686757,0.321114924788648,0.3347077929557024
0.3350616557660855,0.3245989181627614,0.3205546981179885,0.3354910045840915
0.32862982264332147,0.31633833904686914,0.3115873856856557,0.3168966391006887
0.3246305881352298,0.3120361198774504,0.30804542627444653,0.3199281288152772
0.33446241027176726,0.32591697537909325,0.3248614406486835,0.3288567413789132
0.33843272619665693,0.33719522282789655,0.33189375964617257,0.3196240584183732
0.3896944943057679,0.38543352020120575,0.396824767915966,0.3752320840340006
0.4216536042796668,0.4162145748563937,0.41830872359540205,0.4062472645182096
0.4606083534304492,0.44360143323539697,0.458274630853931,0.4393725092718435
0.5591012203571233,0.5070415751349155,0.5455538918707241,0.5263366427863905
0.6502511415929674,0.6000268051038593,0.6173974338301351,0.6111630692681577
0.6922826543431919,0.6345011004751623,0.673001773743982,0.6816521158231785
0.7033335400634011,0.6431210355146685,0.679532837299302,0.6890235193844877
0.7027948251329422,0.6450836717128671,0.675439865471885,0.653364354656654
0.7125218174053722,0.654945436954605,0.678086199350395,0.66167561217203
0.7202114671396651,0.6711570800027643,0.7013779917532423,0.7095897353205409
0.7148841750495709,0.6753935429017781,0.7009080647762087,0.6990578424823201
0.6681818681192111,0.638573382113038,0.6631793784985373,0.6553454193637558
0.60499465750439,0.5771218438560818,0.6023505563106125,0.5896846421413926
0.550716638639976,0.523702203672718,0.5352136555250974,0.5390430996751976
0.4925053735051201,0.46775115649364113,0.49021492248508436,0.4882909861555827
0.4370859920296699,0.4117975963360773,0.4199101610190965,0.419248577549469
0.39646541199235213,0.37317898061027677,0.3752247126304392,0.3889889659302941
0.36640341069172466,0.3436552528579894,0.3409255718596668,0.3528598742254267
0.34735740498243084,0.3345699979686757,0.321114924788648,0.3355462901108014
0.3350616557660855,0.3245989181627614,0.3205546981179885,0.3352975052406072
0.32862982264332147,0.31633833904686914,0.3115873856856557,0.3270968187786506
0.3246305881352298,0.3120361198774504,0.30804542627444653,0.3168874248462371
0.33446241027176726,0.32591697537909325,0.3248614406486835,0.3290410264679459
0.33843272619665693,0.33719522282789655,0.33189375964617257,0.3362742162124807
0.3896944943057679,0.38543352020120575,0.396824767915966,0.420188431503536
0.4216536042796668,0.4162145748563937,0.41830872359540205,0.4404966483149432
0.4606083534304492,0.44360143323539697,0.458274630853931,0.4716039713436686
0.5591012203571233,0.5070415751349155,0.5455538918707241,0.5429683720715948
0.6502511415929674,0.6000268051038593,0.6173974338301351,0.6071640828361475
0.6922826543431919,0.6345011004751623,0.673001773743982,0.638603119025132
0.7033335400634011,0.6431210355146685,0.679532837299302,0.676188062933358
0.7027948251329422,0.6450836717128671,0.675439865471885,0.6615926838819652
0.7125218174053722,0.654945436954605,0.678086199350395,0.6636290341157771
0.7202114671396651,0.6711570800027643,0.7013779917532423,0.676188062933358
0.7148841750495709,0.6753935429017781,0.7009080647762087,0.6745294971320632
0.6681818681192111,0.638573382113038,0.6631793784985373,0.6599433323351224
0.60499465750439,0.5771218438560818,0.6023505563106125,0.6068876552025985
0.550716638639976,0.523702203672718,0.5352136555250974,0.5208541613876667
0.4925053735051201,0.46775115649364113,0.49021492248508436,0.5169012462279146
0.4370859920296699,0.4117975963360773,0.4199101610190965,0.4431872106148211
0.39646541199235213,0.37317898061027677,0.3752247126304392,0.3997143581119992
0.36640341069172466,0.3436552528579894,0.3409255718596668,0.3658796157655893
0.3371720356152873,0.3363960491324523,0.3457188270254083,0.3392688489092627
0.32914150571887085,0.32737222260614945,0.3430973716339176,0.3471470364654119
