"t_set_heating","window_opening_ach","%SIGMA@wn2*.pc.mu%","infl_rate_m3ph_m2","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.942308614804579,0.260165618816412,242695.011043208,0.927902335869237,10148.5929777015,3246.11714223067,49.3558775834908
0.987026062261455,0.227754019743081,285902.287656574,0.835879344990022,5452.76650244663,3246.11714223067,49.3558775834908
0.969316255640871,0.076784643519712,353163.442460483,0.974887734789206,7499.70064311532,3021.95252697868,51.0552822116452
0.998555045199689,0.071295095615615,282921.771870302,0.728787018565555,5720.87379450135,3453.67028605043,51.0552822116452
0.998555045199689,0.325311646771271,383394.689624147,0.250351447555296,5720.87379450135,3383.43833248641,51.6803405776058
0.999278995013073,0.108628557337326,330128.731935836,0.975211828862056,5409.8053396597,3264.14290066422,59.9783621894031
0.999278995013073,0.0302674308399123,325038.885595042,0.672658555526057,5943.84118114574,2697.69861158355,44.4692481864085
0.993886369127315,0.0269398693357925,325038.885595042,0.599758296231818,5943.84118114574,2510.04691231072,50.8132197754268
0.986313290788384,0.504239055467078,324429.148754625,0.891416078622377,6996.00584799765,3079.42214011326,53.4340782499409
0.986313290788384,0.987231687975435,362638.998961818,0.891416078622377,4782.66279317513,3057.79783864425,61.0033112430498
0.962002481805411,0.892016805408,362638.998961818,0.361528639888671,5962.96738775358,3057.79783864425,61.0033112430498
0.954927242078909,0.84469767209654,340960.135866402,0.842498399438999,6174.72974870561,3560.67628474295,51.1001333553138
0.979732325895317,0.238587979155465,332976.427784283,0.947223409389192,6239.25030248577,2516.56458521624,69.0718044517011
0.958396232130852,0.0810969352538022,309287.868869823,0.676124710141293,6239.25030248577,3062.28952243215,51.1549157516823
0.930021518561332,0.117096742893692,299443.01370883,0.806971085411201,7297.42930977814,3062.28952243215,65.7551861095818
0.962319069905226,0.427017692012097,270261.572739682,0.73951854153324,6551.2785408651,2660.58942478469,65.7551861095818
0.949666764211944,0.212384766153338,409096.424274599,0.73951854153324,7208.11312955851,2586.59542520604,45.8618194386035
0.994710501581966,0.0461899335156337,322035.711690881,0.761669157353302,5241.27649086196,2887.68818067621,52.2840055544143
0.994710501581966,0.0461899335156337,331587.597636368,0.818312424604233,6104.16114440378,3314.71169146008,52.2840055544143
0.97819421987996,0.285822141048179,331587.597636368,0.961745919639873,6104.16114440378,2813.14909889751,65.7190171093735
0.992609707194194,0.2698927248048,338686.512499195,0.961745919639873,7143.16022810613,3314.74731936044,49.8870845997995
0.983146586156135,0.104509123080043,356472.032330631,0.961745919639873,6123.95792994079,2430.64647014882,57.7086954073443
0.944402245785166,0.124069499531875,372817.193018596,0.991034101006146,5140.4022130294,3142.76618395225,50.6223953916222
0.942288025166623,0.124069499531875,298533.679221492,0.845269987023484,5140.4022130294,3142.76618395225,50.6223953916222
0.963674533481925,0.205246802576443,247192.498077058,0.397481244416277,6985.35167989117,2567.0489232485,43.5123018455148
